date,temperature_2m_mean,missing
2024-09-18T23:00:00,17.247915,False
2024-09-19T23:00:00,17.485415,False
2024-09-20T23:00:00,17.172918,False
2024-09-21T23:00:00,17.560415,False
2024-09-22T23:00:00,16.62083,False
2024-09-23T23:00:00,14.447917,False
2024-09-24T23:00:00,13.881249,False
2024-09-25T23:00:00,15.116666,False
2024-09-26T23:00:00,12.235416,False
2024-09-27T23:00:00,10.629166,False
2024-09-28T23:00:00,10.160418,False
2024-09-29T23:00:00,11.422917,False
2024-09-30T23:00:00,13.291667,False
2024-10-01T23:00:00,11.95625,False
2024-10-02T23:00:00,10.204165,False
2024-10-03T23:00:00,8.814584,False
2024-10-04T23:00:00,8.9375,False
2024-10-05T23:00:00,10.477084,False
2024-10-06T23:00:00,14.447915,False
2024-10-07T23:00:00,14.870834,False
2024-10-08T23:00:00,13.395832,False
2024-10-09T23:00:00,11.639584,False
2024-10-10T23:00:00,8.854166,False
2024-10-11T23:00:00,8.812499,False
2024-10-12T23:00:00,10.456249,False
2024-10-13T23:00:00,7.912499,False
2024-10-14T23:00:00,9.370833,False
2024-10-15T23:00:00,15.429166,False
2024-10-16T23:00:00,15.827083,False
2024-10-17T23:00:00,14.916667,False
2024-10-18T23:00:00,14.387502,False
2024-10-19T23:00:00,15.333333,False
2024-10-20T23:00:00,14.068748,False
2024-10-21T23:00:00,12.245833,False
2024-10-22T23:00:00,11.062499,False
2024-10-23T23:00:00,10.118751,False
2024-10-24T23:00:00,13.152083,False
2024-10-25T23:00:00,13.418752,False
2024-10-26T23:00:00,12.933333,False
2024-10-27T23:00:00,12.591667,False
2024-10-28T23:00:00,13.977085,False
2024-10-29T23:00:00,12.599999,False
2024-10-30T23:00:00,11.085418,False
2024-10-31T23:00:00,12.08125,False
2024-11-01T23:00:00,10.768749,False
2024-11-02T23:00:00,6.577083,False
2024-11-03T23:00:00,6.954167,False
2024-11-04T23:00:00,6.3604164,False
2024-11-05T23:00:00,9.066667,False
2024-11-06T23:00:00,7.0499997,False
2024-11-07T23:00:00,4.6958327,False
2024-11-08T23:00:00,5.966667,False
2024-11-09T23:00:00,8.222917,False
2024-11-10T23:00:00,9.977084,False
2024-11-11T23:00:00,8.470835,False
2024-11-12T23:00:00,9.099999,False
2024-11-13T23:00:00,10.56875,False
2024-11-14T23:00:00,9.3875,False
2024-11-15T23:00:00,10.289583,False
2024-11-16T23:00:00,7.3020835,False
2024-11-17T23:00:00,5.077083,False
2024-11-18T23:00:00,3.679167,False
2024-11-19T23:00:00,2.0541666,False
2024-11-20T23:00:00,1.5187498,False
2024-11-21T23:00:00,2.3958333,False
2024-11-22T23:00:00,3.6166668,False
2024-11-23T23:00:00,14.495833,False
2024-11-24T23:00:00,12.618751,False
2024-11-25T23:00:00,7.6270843,False
2024-11-26T23:00:00,7.058334,False
2024-11-27T23:00:00,7.2958336,False
2024-11-28T23:00:00,3.5749998,False
2024-11-29T23:00:00,3.7541668,False
2024-11-30T23:00:00,6.1333337,False
2024-12-01T23:00:00,9.164583,False
2024-12-02T23:00:00,6.237499,False
2024-12-03T23:00:00,4.5729165,False
2024-12-04T23:00:00,6.714584,False
2024-12-05T23:00:00,8.483335,False
2024-12-06T23:00:00,7.499998,False
2024-12-07T23:00:00,6.28125,False
2024-12-08T23:00:00,5.9979167,False
2024-12-09T23:00:00,4.9750004,False
2024-12-10T23:00:00,3.5958335,False
2024-12-11T23:00:00,4.4083333,False
2024-12-12T23:00:00,2.2458336,False
2024-12-13T23:00:00,4.0291667,False
2024-12-14T23:00:00,8.735416,False
2024-12-15T23:00:00,10.185416,False
2024-12-16T23:00:00,8.560416,False
2024-12-17T23:00:00,10.452084,False
2024-12-18T23:00:00,8.220832,False
2024-12-19T23:00:00,6.4520836,False
2024-12-20T23:00:00,8.172916,False
2024-12-21T23:00:00,5.4562497,False
2024-12-22T23:00:00,6.647917,False
2024-12-23T23:00:00,6.2062497,False
2024-12-24T23:00:00,9.40625,False
2024-12-25T23:00:00,7.922918,False
2024-12-26T23:00:00,3.4208336,False
2024-12-27T23:00:00,2.2041667,False
2024-12-28T23:00:00,5.7333336,False
2024-12-29T23:00:00,7.5062504,False
2024-12-30T23:00:00,6.091667,False
